Order_ID,Warehouse_Origin,Destination,Product_Category,Order_Value,Distance_km,Shipping_Mode,Customer_Type,Order_Day,Order_Month,Weather_Condition,Traffic_Level,Number_of_Items,Previous_Delays,Processing_Time_hrs,Shipping_Cost,Delivery_Delayed
ORD-104864,Kolkata,Chandigarh,Sports,1097.0,1858.0,Standard,New,Friday,August,Storm,High,1,0,22.9,214.0,1
ORD-103548,Hyderabad,Kolkata,Electronics,24607.0,1524.1,Economy,Regular,Thursday,October,Cloudy,High,2,1,33.3,192.0,1
ORD-104308,Delhi,Bengaluru,Electronics,33542.0,2201.0,Standard,Regular,Friday,February,Clear,Medium,2,2,16.5,271.0,0
ORD-102560,Mumbai,Nagpur,Clothing,984.0,882.2,Standard,Regular,Saturday,January,Clear,Low,1,2,6.9,107.0,0
ORD-102265,Bengaluru,Kolkata,Furniture,22439.0,1846.5,Standard,Regular,Friday,September,Rain,High,3,1,18.7,240.0,1
ORD-105872,Delhi,Kochi,Home & Kitchen,9512.0,2492.4,Express,Regular,Thursday,April,Clear,Medium,3,1,14.8,420.0,1
ORD-103122,Delhi,Visakhapatnam,Home & Kitchen,5173.0,1681.0,Standard,New,Tuesday,June,Rain,High,2,1,13.1,255.0,1
ORD-104527,Chennai,Visakhapatnam,Clothing,4339.0,824.9,Standard,Premium,Saturday,April,Cloudy,Low,3,1,22.0,144.0,0
ORD-105194,Chennai,Kochi,Clothing,2289.0,690.9,Standard,New,Thursday,June,Clear,High,2,1,8.1,127.0,0
ORD-101624,Mumbai,Bhopal,Books,,828.4,Standard,New,Thursday,April,Cloudy,Medium,2,0,12.7,144.0,0
ORD-102973,Mumbai,Mumbai,Clothing,1810.0,24.0,Standard,New,Monday,November,Storm,Medium,1,0,5.2,62.0,0
ORD-100145,Bengaluru,Kochi,Beauty,886.0,448.4,Economy,Regular,Tuesday,December,Fog,Medium,2,1,16.1,73.0,0
ORD-100381,Bengaluru,Kolkata,Beauty,344.0,1890.5,Standard,New,Sunday,May,Cloudy,Medium,2,0,46.7,238.0,0
ORD-104897,Delhi,Coimbatore,Beauty,4783.0,2426.9,Standard,Regular,Friday,December,Fog,Low,3,1,21.8,302.0,0
ORD-101481,Delhi,Indore,Sports,4904.0,864.2,Standard,Regular,Sunday,October,Clear,Low,4,1,26.5,163.0,0
ORD-105502,Bengaluru,Indore,Clothing,6600.0,1361.1,Standard,New,Sunday,March,Clear,High,4,0,4.9,209.0,1
ORD-100122,Chennai,Delhi,Groceries,1752.0,2393.8,Priority,Premium,Sunday,August,Rain,Medium,10,2,14.3,698.0,0
ORD-105774,Bengaluru,Kolkata,Groceries,2404.0,2056.4,Standard,Premium,Wednesday,December,Fog,Medium,8,0,3.4,236.0,1
ORD-100612,Chennai,Chennai,Furniture,23937.0,15.2,Priority,Premium,Tuesday,October,Rain,Low,2,0,27.8,220.0,0
ORD-101635,Hyderabad,Bengaluru,Beauty,1830.0,627.4,Economy,New,Saturday,March,Storm,Medium,3,1,11.8,97.0,1
ORD-104085,Bengaluru,Kolkata,Electronics,8692.0,2113.7,Standard,Regular,Friday,September,Cloudy,Medium,1,0,7.7,226.0,1
ORD-100419,Mumbai,Patna,Groceries,1998.0,1832.0,Economy,Regular,Monday,October,Clear,Low,5,0,3.8,162.0,0
ORD-101536,Bengaluru,Visakhapatnam,Groceries,1364.0,996.6,Standard,Regular,Tuesday,December,Cloudy,Medium,5,0,13.8,180.0,0
ORD-104162,Delhi,Jaipur,Books,,290.3,Standard,Premium,Wednesday,January,Clear,Low,2,0,10.1,97.0,0
ORD-102228,Mumbai,Bhopal,Clothing,3728.0,900.0,Standard,Regular,Tuesday,April,Rain,High,5,1,16.9,168.0,1
ORD-101555,Delhi,Kolkata,Electronics,11331.0,1658.1,Economy,New,Wednesday,April,Clear,High,2,0,27.1,183.0,1
ORD-102597,Mumbai,Kolkata,Home & Kitchen,7753.0,2096.3,Standard,Regular,Sunday,January,Cloudy,Low,2,2,10.0,264.0,0
ORD-101730,Delhi,Bhopal,Clothing,4359.0,777.6,Standard,Regular,Monday,February,Fog,Medium,9,1,7.8,,0
ORD-103574,Bengaluru,Lucknow,Beauty,2438.0,1925.1,Standard,Regular,Friday,November,Clear,Low,3,1,4.7,272.0,1
ORD-103412,Mumbai,Delhi,Beauty,1386.0,1436.7,Standard,Premium,Thursday,October,Clear,Medium,1,1,32.0,155.0,0
ORD-104161,Bengaluru,Bhopal,Sports,3610.0,1377.6,Economy,Regular,Wednesday,November,Cloudy,Medium,1,1,18.3,128.0,0
ORD-104679,Mumbai,Bengaluru,Furniture,11372.0,1130.8,Express,Regular,Friday,February,Fog,Low,1,0,34.5,247.0,0
ORD-100249,Delhi,Kochi,Furniture,10961.0,2531.7,Standard,Regular,Friday,September,Clear,Low,1,1,29.2,304.0,0
ORD-104557,Kolkata,Delhi,Beauty,832.0,1553.8,Standard,Regular,Saturday,October,Fog,Low,3,0,8.1,197.0,1
ORD-105449,Bengaluru,Kolkata,Groceries,3364.0,2081.9,Standard,New,Wednesday,November,Fog,Medium,4,0,3.4,274.0,1
ORD-104105,Hyderabad,Kolkata,Home & Kitchen,2248.0,1461.2,Economy,Regular,Tuesday,November,Clear,High,2,1,17.9,146.0,0
ORD-105534,Delhi,Lucknow,Books,657.0,557.6,Standard,Regular,Monday,August,Rain,Low,2,0,5.1,141.0,0
ORD-100448,Bengaluru,Hyderabad,Clothing,2281.0,608.3,Standard,Premium,Friday,December,Clear,Medium,4,0,19.2,132.0,0
ORD-104334,Bengaluru,Ahmedabad,Beauty,1685.0,1584.3,Standard,Regular,Wednesday,November,Clear,Medium,2,0,10.4,198.0,0
ORD-104732,Hyderabad,Ahmedabad,Clothing,2972.0,1145.5,Economy,Premium,Tuesday,April,Cloudy,Medium,1,3,10.3,104.0,1
ORD-102128,Delhi,Kolkata,Electronics,22267.0,1636.7,Standard,Regular,Saturday,August,Rain,Medium,4,0,21.4,258.0,1
ORD-104348,Kolkata,Jaipur,Groceries,1514.0,1716.9,Standard,Regular,Tuesday,August,Rain,Low,5,0,12.7,264.0,1
ORD-105012,Bengaluru,Nagpur,Beauty,2682.0,1192.1,Express,Premium,Saturday,July,Storm,Low,2,1,1.5,266.0,0
ORD-102481,Bengaluru,Ahmedabad,Home & Kitchen,2821.0,1541.8,Standard,Regular,Friday,May,Clear,High,5,0,7.7,219.0,0
ORD-104321,Kolkata,Mumbai,Groceries,1068.0,2074.5,Standard,Premium,Friday,December,Clear,Medium,2,1,29.2,256.0,0
ORD-105877,Bengaluru,Mumbai,Books,2542.0,1022.3,Standard,Regular,Tuesday,August,Rain,Low,3,0,4.7,161.0,0
ORD-101838,Delhi,Lucknow,Clothing,2959.0,513.6,Standard,Regular,Saturday,August,Cloudy,Low,1,1,21.0,125.0,0
ORD-105104,Bengaluru,Kochi,Electronics,17751.0,451.6,Express,Premium,Friday,April,Cloudy,Medium,2,1,28.7,155.0,0
ORD-104677,Mumbai,Hyderabad,Sports,1931.0,750.6,Standard,Regular,Thursday,September,,High,2,1,13.1,121.0,1
ORD-105137,Mumbai,Nagpur,Electronics,21436.0,868.9,Standard,Regular,Sunday,April,Clear,Medium,2,0,20.4,168.0,0
ORD-102365,Chennai,Jaipur,Beauty,3423.0,2124.3,Economy,Regular,Wednesday,October,Cloudy,Low,3,0,29.3,264.0,1
ORD-101600,Delhi,Kochi,Electronics,22400.0,2450.4,Standard,New,Wednesday,May,Rain,Low,1,0,13.7,293.0,0
ORD-100415,Mumbai,Indore,Home & Kitchen,2025.0,627.5,Standard,Regular,Thursday,June,Cloudy,Low,1,1,10.6,121.0,0
ORD-100753,Delhi,Mumbai,Beauty,2992.0,1485.8,Standard,New,Saturday,December,Fog,High,2,0,8.6,212.0,1
ORD-103120,Delhi,Nagpur,Electronics,7049.0,1062.6,Standard,Regular,Thursday,February,Fog,Medium,2,0,29.6,149.0,0
ORD-100795,Mumbai,Kolkata,Groceries,3869.0,2100.5,Economy,Regular,Friday,April,Fog,Low,7,1,28.7,264.0,0
ORD-102795,Kolkata,Jaipur,Clothing,1971.0,1795.3,Standard,Regular,Sunday,March,Rain,Low,1,0,9.3,209.0,0
ORD-100655,Kolkata,Indore,Home & Kitchen,3700.0,1537.9,Priority,Premium,Sunday,July,Rain,Low,2,1,6.6,461.0,0
ORD-104049,Delhi,Visakhapatnam,Groceries,3289.0,1835.7,Standard,Regular,Friday,December,Clear,Medium,10,0,10.9,321.0,0
ORD-104378,Mumbai,Chennai,Groceries,2716.0,1303.0,Standard,Regular,Wednesday,February,Fog,Medium,4,1,15.3,237.0,0
ORD-103544,Delhi,Indore,Clothing,2457.0,809.0,Economy,Regular,Friday,March,Clear,Medium,4,1,8.5,133.0,0
ORD-104072,Chennai,Patna,Electronics,43929.0,1854.7,Standard,New,Friday,October,Cloudy,Low,2,0,19.1,318.0,1
ORD-104779,Delhi,Lucknow,Home & Kitchen,11925.0,509.9,Standard,Regular,Tuesday,March,Clear,Medium,3,0,17.3,157.0,0
ORD-103932,Bengaluru,Kolkata,Clothing,4665.0,2019.3,Standard,New,Saturday,May,Clear,Low,2,0,20.7,246.0,0
ORD-103186,Mumbai,Visakhapatnam,Furniture,8370.0,1365.8,Standard,Regular,Sunday,November,Cloudy,Low,1,1,24.6,178.0,1
ORD-101551,Mumbai,Patna,Electronics,14215.0,1770.1,Standard,Regular,Friday,January,Fog,Low,1,2,12.7,261.0,0
ORD-100590,Mumbai,Indore,Home & Kitchen,2269.0,614.6,Economy,New,Monday,April,Storm,Low,1,2,16.5,76.0,0
ORD-105581,Chennai,Hyderabad,Beauty,1147.0,615.0,Standard,New,Friday,February,Clear,High,3,0,20.3,152.0,0
ORD-101198,Chennai,Patna,Books,1200.0,1882.9,Standard,New,Saturday,June,Rain,Medium,3,0,13.1,238.0,1
ORD-101875,Hyderabad,Jaipur,Sports,5742.0,1281.6,Standard,Regular,Saturday,February,Clear,Low,3,0,8.8,186.0,0
ORD-101670,Kolkata,Indore,Groceries,2410.0,1538.1,Express,Regular,Thursday,July,Storm,High,6,0,24.5,428.0,1
ORD-105609,Delhi,Bengaluru,Clothing,1423.0,2220.2,Standard,Regular,Monday,December,Fog,Low,3,0,13.4,276.0,0
ORD-103314,Bengaluru,Jaipur,Electronics,9551.0,2052.2,Standard,Regular,Tuesday,September,Cloudy,High,1,0,12.6,283.0,0
ORD-105680,Delhi,Delhi,Clothing,4077.0,26.8,Express,Premium,Wednesday,July,Rain,High,3,0,15.4,129.0,0
ORD-105031,Mumbai,Delhi,Clothing,2129.0,1402.3,Economy,Regular,Saturday,November,Rain,Medium,4,1,15.2,153.0,1
ORD-100702,Delhi,Kochi,Furniture,22973.0,2660.1,Economy,Regular,Sunday,August,Rain,Low,1,3,25.6,291.0,1
ORD-102246,Mumbai,Chandigarh,Home & Kitchen,3893.0,1732.7,Economy,Regular,Tuesday,February,Clear,High,3,0,20.0,197.0,1
ORD-105809,Mumbai,Chandigarh,Beauty,3930.0,1693.9,Standard,Premium,Saturday,September,Cloudy,Low,2,2,16.8,183.0,0
ORD-105513,Bengaluru,Kochi,Sports,2201.0,442.7,Economy,Regular,Monday,March,Clear,Low,4,2,5.3,91.0,0
ORD-103505,Chennai,Jaipur,Books,418.0,2017.0,Economy,Regular,Saturday,October,Cloudy,Medium,2,0,8.6,162.0,0
ORD-103056,Bengaluru,Pune,Books,879.0,893.0,Standard,New,Thursday,November,,Low,2,2,83.5,,1
ORD-100209,Mumbai,Ahmedabad,Electronics,9533.0,541.4,Standard,Regular,Thursday,July,Storm,High,2,3,33.1,136.0,0
ORD-101609,Delhi,Coimbatore,Groceries,4867.0,2530.4,Express,Regular,Wednesday,September,Cloudy,Low,13,0,13.3,669.0,1
ORD-101422,Bengaluru,Chandigarh,Electronics,11246.0,2494.7,Economy,Regular,Wednesday,August,Rain,High,3,0,26.8,215.0,1
ORD-100426,Kolkata,Ahmedabad,Books,1407.0,1913.6,Standard,Regular,Sunday,November,Rain,Low,5,2,31.2,288.0,0
ORD-104033,Chennai,Lucknow,Home & Kitchen,1534.0,1936.4,Economy,New,Monday,October,Cloudy,Medium,1,0,6.6,160.0,0
ORD-103253,Delhi,Kolkata,Home & Kitchen,4662.0,1725.8,Standard,Regular,Friday,April,Fog,Medium,4,0,15.5,290.0,0
ORD-105704,Chennai,Indore,Furniture,16527.0,1429.0,Standard,Premium,Saturday,October,Clear,Medium,1,1,31.5,165.0,0
ORD-103126,Mumbai,Visakhapatnam,Electronics,40712.0,1436.1,Economy,New,Tuesday,August,Rain,High,3,0,11.9,179.0,0
ORD-105832,Delhi,Chennai,Books,682.0,2269.8,Standard,New,Wednesday,November,Clear,High,1,0,17.9,239.0,1
ORD-105580,Chennai,Jaipur,Sports,3611.0,2150.2,Standard,Regular,Friday,August,Clear,Low,4,0,7.7,245.0,0
ORD-100111,Bengaluru,Bengaluru,Electronics,7575.0,24.8,Economy,Regular,Monday,November,Rain,High,1,0,15.2,46.0,0
ORD-105019,Bengaluru,Bhopal,Sports,2373.0,1430.2,Priority,Regular,Sunday,May,Clear,Medium,5,0,14.7,468.0,0
ORD-101841,Mumbai,Patna,Furniture,12504.0,1710.3,Express,Regular,Monday,December,Fog,Low,1,2,23.0,368.0,0
ORD-102313,Delhi,Ahmedabad,Beauty,1597.0,902.0,Economy,Regular,Saturday,April,Clear,Low,3,3,13.0,116.0,1
ORD-101672,Bengaluru,Chandigarh,Books,1592.0,2576.0,Standard,New,Sunday,March,Clear,Low,7,0,6.1,287.0,0
ORD-105715,Mumbai,Nagpur,Electronics,16690.0,863.2,Standard,New,Thursday,October,Storm,Medium,2,0,39.1,203.0,0
ORD-101221,Mumbai,Chennai,Clothing,6745.0,1404.5,Express,New,Saturday,March,Clear,High,4,1,18.1,344.0,0
ORD-105664,Mumbai,Delhi,Clothing,2903.0,1426.3,Economy,New,Wednesday,January,Clear,Low,3,1,13.3,139.0,0
ORD-101966,Mumbai,Mumbai,Clothing,1338.0,43.5,Express,Regular,Friday,October,Clear,Medium,1,0,18.0,96.0,0
ORD-101741,Delhi,Indore,Sports,2034.0,842.1,Standard,Regular,Thursday,August,Cloudy,Low,3,1,14.6,138.0,0
ORD-101666,Kolkata,Hyderabad,Electronics,16015.0,1560.0,Express,New,Thursday,December,Clear,Low,1,0,20.8,353.0,0
ORD-105516,Hyderabad,Delhi,Clothing,1005.0,1550.6,Standard,Regular,Monday,March,Rain,Medium,1,0,12.7,183.0,0
ORD-105850,Kolkata,Bengaluru,Groceries,1777.0,2053.2,Standard,Regular,Thursday,December,Clear,Medium,7,0,11.5,276.0,0
ORD-101184,Mumbai,Delhi,Electronics,15483.0,1482.8,Standard,Regular,Thursday,October,Cloudy,Low,1,0,26.4,207.0,0
ORD-104324,Mumbai,Jaipur,Electronics,28092.0,1155.9,Economy,Regular,Thursday,June,Clear,High,2,2,9.1,191.0,1
ORD-105695,Chennai,Coimbatore,Electronics,22357.0,551.7,Express,Regular,Monday,August,Rain,,2,1,19.7,239.0,0
ORD-103443,Mumbai,Kolkata,Home & Kitchen,4046.0,2000.5,Standard,Regular,Monday,April,Clear,High,2,1,5.7,257.0,0
ORD-102981,Bengaluru,Indore,Clothing,4730.0,1323.2,Standard,Regular,Monday,July,Rain,Medium,4,1,15.5,292.0,1
ORD-100438,Bengaluru,Coimbatore,Books,722.0,293.6,Standard,New,Saturday,March,Cloudy,Low,3,1,3.7,106.0,0
ORD-101868,Mumbai,Chandigarh,Electronics,7124.0,1736.5,Standard,Regular,Thursday,February,Fog,Medium,1,1,17.2,213.0,0
ORD-101102,Delhi,Chennai,Sports,11724.0,2136.8,Standard,Regular,Tuesday,October,Cloudy,Medium,2,0,12.8,282.0,1
ORD-105876,Bengaluru,Delhi,Books,2272.0,2173.7,Express,Premium,Tuesday,October,Clear,Medium,4,2,1.0,427.0,0
ORD-101952,Mumbai,Kochi,Groceries,1596.0,1307.9,Standard,Premium,Saturday,April,Rain,Low,5,1,11.4,182.0,0
ORD-100108,Delhi,Bhopal,Sports,5362.0,785.8,Standard,Premium,Saturday,September,Clear,High,3,0,44.2,140.0,0
ORD-102943,Kolkata,Bengaluru,Electronics,16486.0,1977.9,Express,Regular,Saturday,October,Clear,High,2,0,14.8,350.0,0
ORD-100030,Chennai,Chandigarh,Home & Kitchen,1393.0,2550.9,Standard,Regular,Sunday,March,Clear,High,1,1,20.7,274.0,1
ORD-102447,Mumbai,Hyderabad,Electronics,10619.0,804.7,Economy,New,Friday,January,Cloudy,High,3,1,26.4,112.0,0
ORD-102610,Delhi,Bhopal,Beauty,1247.0,774.5,Standard,Regular,Friday,November,Clear,Low,2,0,21.1,135.0,0
ORD-100970,Mumbai,Jaipur,Clothing,3732.0,1185.0,Express,Regular,Wednesday,October,Cloudy,Medium,3,1,17.1,279.0,0
ORD-101612,Kolkata,Lucknow,Beauty,599.0,1130.3,Standard,Regular,Saturday,December,Clear,Low,3,0,15.9,203.0,0
ORD-102752,Chennai,Delhi,Electronics,9055.0,2134.3,Economy,Regular,Saturday,February,Cloudy,High,2,1,25.7,188.0,1
ORD-100752,Delhi,Chennai,Electronics,74905.0,2252.5,Express,New,Friday,September,Cloudy,Low,3,0,9.3,680.0,1
ORD-101727,Delhi,Bengaluru,Books,1229.0,2192.3,Standard,Premium,Monday,November,Cloudy,Medium,3,1,7.5,237.0,0
ORD-100585,Hyderabad,Hyderabad,Sports,3691.0,31.5,Priority,Regular,Tuesday,December,Cloudy,Medium,3,2,9.5,160.0,0
ORD-104838,Mumbai,Lucknow,Furniture,8820.0,1474.4,Standard,New,Sunday,November,Cloudy,Low,1,1,,224.0,1
ORD-102211,Hyderabad,Hyderabad,Groceries,8132.0,37.4,Standard,New,Wednesday,April,Clear,High,8,0,7.0,143.0,0
ORD-104039,Delhi,Indore,Clothing,1541.0,820.3,Standard,Regular,Tuesday,August,Storm,High,2,3,6.0,138.0,1
ORD-103584,Chennai,Mumbai,Clothing,3172.0,1329.5,Express,Premium,Friday,April,Clear,Medium,2,0,4.1,246.0,0
ORD-103103,Hyderabad,Hyderabad,Electronics,,35.5,Economy,Regular,Tuesday,July,Rain,Medium,1,0,16.9,45.0,0
ORD-101329,Delhi,Chennai,Groceries,1963.0,2262.2,Economy,Regular,Friday,December,Fog,Medium,4,2,17.2,241.0,1
ORD-104773,Mumbai,Hyderabad,Sports,3435.0,835.1,Standard,Regular,Sunday,August,Rain,,3,1,45.9,162.0,1
ORD-103927,Bengaluru,Kolkata,Home & Kitchen,11227.0,1905.5,Economy,Regular,Sunday,January,Fog,Medium,2,0,16.1,248.0,0
ORD-101545,Bengaluru,Jaipur,Electronics,10843.0,1894.2,Economy,New,Tuesday,January,Clear,High,1,0,17.5,211.0,1
ORD-103978,Mumbai,Nagpur,Electronics,28332.0,812.1,Economy,Regular,Friday,September,Storm,Low,3,0,10.6,126.0,1
ORD-100965,Hyderabad,Bengaluru,Groceries,1018.0,640.1,Express,Regular,Tuesday,June,,Medium,2,1,12.8,194.0,0
ORD-104710,Delhi,Kolkata,Beauty,1652.0,1721.1,Economy,Regular,Saturday,December,Storm,Low,4,1,13.4,195.0,1
ORD-104450,Mumbai,Chennai,Electronics,23101.0,1268.9,Express,Regular,Wednesday,August,Clear,Low,2,1,19.9,346.0,0
ORD-103465,Chennai,Visakhapatnam,Home & Kitchen,2459.0,749.4,Priority,Premium,Thursday,March,Storm,Low,1,1,20.7,247.0,0
ORD-105930,Mumbai,Nagpur,Groceries,2170.0,827.3,Standard,Premium,Sunday,July,Cloudy,Low,7,0,12.9,203.0,0
ORD-102419,Mumbai,Delhi,Furniture,8908.0,1413.2,Standard,Regular,Monday,November,Rain,High,1,0,26.1,213.0,1
ORD-100180,Chennai,Hyderabad,Sports,1679.0,652.8,Standard,Regular,Saturday,May,Clear,Medium,1,0,9.4,103.0,0
ORD-103938,Chennai,Chennai,Beauty,1574.0,29.4,Economy,Regular,Friday,October,Rain,Medium,3,1,11.5,62.0,0
ORD-102575,Bengaluru,Pune,Clothing,6301.0,984.0,Economy,Regular,Saturday,May,,Medium,2,0,1.9,134.0,0
ORD-104794,Hyderabad,Visakhapatnam,Beauty,2178.0,608.9,Express,New,Friday,October,Rain,Medium,1,2,5.5,158.0,0
ORD-102183,Kolkata,Indore,Beauty,4868.0,1626.7,Express,New,Monday,July,Rain,High,4,0,21.2,364.0,1
ORD-104523,Kolkata,Ahmedabad,Groceries,1019.0,1856.3,Standard,New,Sunday,October,Clear,High,4,0,8.1,228.0,1
ORD-103653,Delhi,Bhopal,Groceries,3540.0,694.0,Economy,New,Monday,November,Rain,Medium,7,2,6.9,172.0,0
ORD-104540,Delhi,Pune,Electronics,14487.0,1488.4,Standard,New,Monday,September,Clear,Medium,1,1,13.1,235.0,0
ORD-103215,Mumbai,Ahmedabad,Home & Kitchen,2907.0,545.1,Economy,Regular,Saturday,May,Fog,Medium,3,3,28.4,96.0,0
ORD-103259,Bengaluru,Delhi,Electronics,11232.0,2203.4,Priority,Premium,Monday,February,Cloudy,High,2,0,5.7,576.0,0
ORD-105292,Bengaluru,Delhi,Clothing,1684.0,2203.1,Priority,Regular,Tuesday,August,Cloudy,Low,4,2,13.8,578.0,0
ORD-101173,Delhi,Lucknow,Furniture,19308.0,509.0,Standard,New,Tuesday,December,Cloudy,Low,1,0,35.0,122.0,1
ORD-100091,Mumbai,Bengaluru,Beauty,961.0,1013.7,Standard,Regular,Tuesday,October,Cloudy,High,1,1,7.1,145.0,0
ORD-105225,Bengaluru,Bengaluru,Electronics,14062.0,34.4,Economy,Regular,Friday,April,Clear,High,3,0,15.8,72.0,0
ORD-102835,Chennai,Delhi,Groceries,1588.0,2289.0,Express,Premium,Wednesday,May,Cloudy,High,7,0,1.0,473.0,1
ORD-103115,Bengaluru,Hyderabad,Sports,2520.0,602.2,Economy,New,Sunday,July,Rain,Low,3,0,10.7,95.0,0
ORD-102174,Mumbai,Indore,Furniture,15577.0,659.2,Standard,New,Monday,October,Clear,Low,1,0,29.8,153.0,0
ORD-104616,Delhi,Delhi,Clothing,1230.0,38.5,Economy,Regular,Thursday,November,Clear,Medium,1,1,22.4,38.0,0
ORD-100625,Hyderabad,Ahmedabad,Books,383.0,1100.1,Standard,Regular,Wednesday,March,Storm,High,1,0,12.4,141.0,1
ORD-100070,Delhi,Bhopal,Books,533.0,757.2,Standard,New,Monday,January,Clear,Low,1,0,21.1,110.0,0
ORD-103361,Delhi,Chennai,Groceries,2325.0,2096.5,Standard,New,Friday,November,Cloudy,Low,8,0,24.6,328.0,1
ORD-100890,Chennai,Kolkata,Electronics,12535.0,1788.9,Standard,Regular,Wednesday,December,Cloudy,High,1,1,26.9,224.0,1
ORD-102458,Mumbai,Patna,Groceries,1373.0,1808.4,Economy,Regular,Friday,August,Rain,Low,4,1,16.1,199.0,1
ORD-103785,Bengaluru,Indore,Clothing,3074.0,1384.1,Standard,Regular,Monday,March,Clear,Medium,2,1,22.0,167.0,1
ORD-105550,Bengaluru,Kolkata,Sports,5242.0,2023.3,Economy,Regular,Thursday,November,Clear,Low,1,1,11.6,209.0,1
ORD-105211,Bengaluru,Kochi,Clothing,2277.0,473.9,Standard,Premium,Tuesday,October,Clear,Low,2,0,13.7,96.0,0
ORD-100878,Delhi,Coimbatore,Books,760.0,2515.2,Standard,New,Sunday,May,Clear,Low,2,0,24.7,277.0,1
ORD-100978,Delhi,Chandigarh,Electronics,22425.0,271.8,Express,New,Sunday,September,Cloudy,Medium,2,0,18.0,231.0,1
ORD-101074,Hyderabad,Indore,Books,910.0,863.7,Standard,New,Tuesday,August,Storm,Medium,5,0,8.9,203.0,0
ORD-100765,Hyderabad,Coimbatore,Electronics,11906.0,904.2,Economy,Regular,Friday,January,Fog,Low,3,0,29.6,128.0,0
ORD-100294,Mumbai,Visakhapatnam,Groceries,3098.0,1330.9,Standard,Premium,Saturday,November,Clear,Medium,6,0,29.4,216.0,1
ORD-104280,Chennai,Visakhapatnam,Electronics,22711.0,708.5,Express,Regular,Wednesday,December,Cloudy,Medium,3,4,51.7,274.0,1
ORD-101316,Chennai,Chandigarh,Clothing,2954.0,2503.7,Standard,New,Tuesday,December,Clear,Medium,3,1,31.8,332.0,0
ORD-100446,Chennai,Bhopal,Clothing,2921.0,1501.3,Economy,New,Saturday,November,Cloudy,High,5,0,35.6,207.0,1
ORD-100469,Mumbai,Pune,Groceries,1127.0,154.3,Economy,Regular,Saturday,August,Cloudy,Low,3,0,9.5,75.0,0
ORD-105650,Mumbai,Nagpur,Home & Kitchen,3478.0,882.0,Economy,Regular,Wednesday,April,Cloudy,Medium,2,0,15.7,113.0,0
ORD-101075,Kolkata,Mumbai,Sports,5904.0,2144.3,Standard,New,Friday,July,Rain,,2,0,12.9,246.0,1
ORD-100433,Chennai,Bengaluru,Beauty,1818.0,353.1,Standard,Regular,Sunday,May,Clear,High,3,0,10.7,109.0,1
ORD-103902,Kolkata,Chandigarh,Electronics,12481.0,1799.7,Standard,New,Thursday,September,Clear,Low,5,0,24.6,257.0,1
ORD-103814,Mumbai,Bengaluru,Beauty,11195.0,1065.8,Express,Regular,Monday,July,Clear,Low,3,4,4.7,350.0,0
ORD-103623,Bengaluru,Pune,Home & Kitchen,5928.0,852.3,Standard,Premium,Sunday,December,Fog,Low,2,1,35.2,118.0,1
ORD-101719,Chennai,Mumbai,Electronics,21046.0,1347.7,Express,Regular,Monday,March,Clear,High,3,0,19.6,397.0,0
ORD-104928,Bengaluru,Pune,Groceries,1449.0,953.0,Economy,Regular,Thursday,August,Cloudy,Medium,4,1,1.0,143.0,0
ORD-100578,Bengaluru,Mumbai,Sports,3120.0,1073.4,Standard,New,Sunday,May,,High,1,0,8.7,174.0,0
ORD-102234,Hyderabad,Kochi,Beauty,938.0,1013.1,Standard,New,Sunday,April,Clear,Low,2,1,3.6,111.0,0
ORD-100246,Kolkata,Bengaluru,Sports,4608.0,1987.1,Express,Premium,Thursday,November,Cloudy,High,3,0,12.5,391.0,0
ORD-104232,Mumbai,Mumbai,Electronics,22524.0,39.6,Standard,Regular,Wednesday,May,Clear,High,4,0,7.1,126.0,0
ORD-100368,Chennai,Chandigarh,Electronics,8125.0,2582.8,Economy,Regular,Tuesday,April,Rain,Low,1,1,12.9,238.0,1
ORD-105779,Chennai,Delhi,Electronics,29883.0,2021.9,Standard,Regular,Wednesday,October,Clear,Low,2,1,29.0,225.0,0
ORD-101273,Delhi,Ahmedabad,Electronics,18001.0,884.9,Priority,Regular,Wednesday,October,Clear,Medium,4,1,18.5,407.0,0
ORD-104156,Mumbai,Delhi,Groceries,3099.0,1489.5,Express,Regular,Thursday,June,Clear,Medium,6,2,7.1,488.0,0
ORD-104103,Bengaluru,Pune,Beauty,1424.0,881.8,Express,Regular,Wednesday,December,Fog,High,1,1,5.3,220.0,1
ORD-105717,Kolkata,Coimbatore,Groceries,7488.0,2370.8,Standard,New,Friday,July,Clear,Low,10,1,5.1,329.0,0
ORD-105463,Mumbai,Kolkata,Electronics,20933.0,2145.7,Express,New,Friday,February,Fog,Medium,2,1,15.6,434.0,0
ORD-105555,Chennai,Kolkata,Groceries,718.0,1685.4,Economy,Regular,Wednesday,December,Fog,High,4,1,20.1,166.0,1
ORD-105603,Hyderabad,Chennai,Electronics,19011.0,653.0,Standard,Regular,Friday,November,Clear,High,2,0,7.3,152.0,0
ORD-101372,Hyderabad,Nagpur,Furniture,15077.0,530.8,Standard,New,Thursday,August,Clear,Low,3,0,17.2,145.0,0
ORD-102663,Delhi,Visakhapatnam,Sports,4912.0,1627.9,Standard,Regular,Sunday,September,Rain,Low,4,1,13.0,245.0,0
ORD-104516,Delhi,Chandigarh,Home & Kitchen,2324.0,297.5,Economy,Regular,Thursday,January,Fog,Low,2,2,22.3,67.0,0
